3	4.86172	0.0930094
4	4.83814	0.069869
6	4.85989	0.0635725
7	4.92038	0.0809047
9	4.90986	0.0691455
11	4.87102	0.0633894
14	4.8735	0.127075
18	4.86458	0.106633
23	4.93657	0.100548
29	5.00658	0.0900979
37	4.9976	0.0764709
48	4.98445	0.0645619
62	4.98663	0.0574988
80	5.02019	0.0487633
104	5.00642	0.0434574
135	4.96548	0.0384481
175	4.97717	0.0341626
227	4.9743	0.0294679
295	4.97197	0.0262143
383	4.98639	0.0229987
497	4.99705	0.0209563
646	4.99027	0.0184592
839	4.99788	0.0166803
1090	5.00289	0.0142514
1417	5.0017	0.0127944
1842	5.00023	0.0111062
2394	5.00127	0.00972856
3112	4.9946	0.00847312
