3	0.0968781	0.012253
4	0.0936191	0.00925681
6	0.0876198	0.0086794
7	0.0890955	0.0074824
9	0.089166	0.0057205
11	0.0859776	0.0051847
14	0.0840464	0.00419526
18	0.0836774	0.00335737
23	0.0841453	0.00283608
29	0.0844515	0.00236506
37	0.0847322	0.00211575
48	0.0845532	0.00171651
62	0.0842668	0.00144329
80	0.0845043	0.00126986
104	0.0843677	0.00104002
135	0.0847439	0.000933793
175	0.0838802	0.000819137
227	0.0834095	0.000741231
295	0.0838747	0.000639172
383	0.0838701	0.000558328
497	0.083482	0.000488042
646	0.0835746	0.000423315
839	0.0834094	0.000369943
1090	0.0835786	0.000327346
1417	0.0837604	0.000286036
1842	0.0836117	0.000249014
2394	0.0834292	0.000217232
3112	0.0835389	0.000191066
4045	0.0835264	0.000166678
5258	0.0835406	0.000147591
6835	0.0835233	0.000129368
8885	0.0834278	0.000113526
11550	0.0833918	9.9161e-05
15015	0.0833889	8.68326e-05
19519	0.0834128	7.58497e-05
