0.1	50	0
0.198	50	0
0.296	50	0
0.394	49.6821	0.124311
0.492	44.647	0.694709
0.59	37.0114	0.920699
0.688	24.7849	0.962969
0.786	16.5019	0.75415
0.884	9.988	0.630709
0.982	8.3024	0.470436
1.08	6.2094	0.374762
1.178	4.9404	0.300023
1.276	3.5166	0.260652
1.374	2.4807	0.23621
1.472	2.5385	0.196294
1.57	2.1414	0.174228
1.668	1.8746	0.152683
1.766	1.4984	0.149258
1.864	1.701	0.137791
1.962	1.3595	0.120361
2.06	1.0706	0.115284
2.158	1.1776	0.108913
2.256	1.116	0.103312
2.354	0.8408	0.108578
2.452	0.8349	0.0952334
2.55	0.8817	0.0950506
2.648	0.7164	0.0927375
2.746	0.7207	0.088878
2.844	0.8292	0.0841592
2.942	0.6257	0.0843352
3.04	0.5774	0.0879811
3.138	0.6569	0.0778623
3.236	0.6316	0.0813856
3.334	0.4849	0.0777198
3.432	0.4463	0.0784841
3.53	0.4417	0.0773971
3.628	0.5487	0.0785585
3.726	0.4288	0.0761828
3.824	0.3217	0.0697053
3.922	0.3885	0.0721241
4.02	0.4439	0.0726353
4.118	0.3547	0.0676389
4.216	0.2897	0.0689477
4.314	0.4159	0.0678908
4.412	0.4075	0.0700939
4.51	0.325	0.0703864
4.608	0.4354	0.068929
4.706	0.362	0.0694509
4.804	0.3603	0.0674693
4.902	0.1673	0.0662045
5	0.2567	0.0652171
