0.1	2500	0
0.198	2500	0
0.296	2499.76	0.2444
0.394	2358.36	24.3821
0.492	2106.1	33.304
0.59	1390.44	39.8954
0.688	881.003	28.8991
0.786	610.262	18.0692
0.884	478.049	12.9084
0.982	388.291	8.51821
1.08	322.974	6.10885
1.178	268.925	4.61044
1.276	242.474	4.05788
1.374	215.822	3.19551
1.472	193.886	2.51058
1.57	180.016	2.2975
1.668	164.393	2.03762
1.766	155.682	1.97578
1.864	145.435	1.63817
1.962	140.468	1.60537
2.06	132.631	1.41057
2.158	124.906	1.29245
2.256	118.762	1.21269
2.354	117.211	1.30088
2.452	114.557	1.19076
2.55	109.409	1.08932
2.648	106.419	1.06204
2.746	101.921	1.07443
2.844	99.9452	0.960638
2.942	99.8888	1.00327
3.04	96.9994	0.992283
3.138	94.3684	0.938505
3.236	91.2596	0.921065
3.334	91.562	0.926382
3.432	88.352	0.821514
3.53	89.8698	0.963848
3.628	86.873	0.871813
3.726	86.0542	0.838204
3.824	83.4936	0.782133
3.922	83.03	0.800519
4.02	83.703	0.866425
4.118	79.5726	0.825894
4.216	79.5032	0.817131
4.314	79.0196	0.736926
4.412	78.8034	0.768948
4.51	78.335	0.832039
4.608	77.4756	0.804315
4.706	76.8314	0.733087
4.804	75.711	0.756866
4.902	75.3436	0.765383
5	74.4232	0.720093
