0.1	0	0
0.198	0	0
0.296	0.0273881	0.489569
0.394	3.24569	13.9185
0.492	15.7618	27.9424
0.59	21.3542	19.7322
0.688	21.1074	11.435
0.786	21.9631	6.82514
0.884	21.9993	4.65468
0.982	21.2782	3.92964
1.08	20.1809	2.75675
1.178	18.5694	1.91688
1.276	17.7001	1.73089
1.374	16.2096	1.38188
1.472	14.9593	1.13832
1.57	14.2017	0.99627
1.668	12.7353	0.874729
1.766	12.01	0.717144
1.864	10.8897	0.632667
1.962	10.1622	0.552189
2.06	9.42606	0.48524
2.158	8.71027	0.437549
2.256	8.1198	0.364657
2.354	7.63465	0.343831
2.452	7.02577	0.291037
2.55	6.61196	0.280838
2.648	6.30667	0.263642
2.746	5.84624	0.221772
2.844	5.48886	0.198755
2.942	5.15386	0.193193
3.04	4.88016	0.158368
3.138	4.66512	0.151534
3.236	4.36383	0.132193
3.334	4.08408	0.133656
3.432	3.92328	0.128836
3.53	3.71233	0.115574
3.628	3.52437	0.108708
3.726	3.40995	0.0990646
3.824	3.19981	0.0879193
3.922	3.03714	0.0802585
4.02	2.95503	0.0792395
4.118	2.78994	0.0765505
4.216	2.6685	0.0676568
4.314	2.56463	0.0646827
4.412	2.46242	0.0623233
4.51	2.37133	0.0578236
4.608	2.23487	0.0532646
4.706	2.15015	0.0544403
4.804	2.09101	0.0442694
4.902	2.02045	0.0440982
5	1.92188	0.0415973
