time step	r_RW	sigma_r_RW	r_cont_RW	sigma_r_cont_RW
1 1 0 1 0
6 2.44571 0.0336423 2.45656 0.0326056
11 3.31822 0.0587358 3.32718 0.0550963
16 4.00563 0.0873421 4.00753 0.0801133
21 4.58682 0.115087 4.5884 0.103155
26 5.08636 0.145748 5.09859 0.133808
31 5.5638 0.171668 5.56301 0.168732
36 5.98195 0.198442 5.99333 0.199492
41 6.37873 0.227616 6.39545 0.193993
46 6.75366 0.261459 6.77253 0.237357
51 7.09746 0.271386 7.13312 0.275699
56 7.43585 0.311562 7.48095 0.29922
61 7.75087 0.329465 7.81244 0.358592
66 8.06118 0.356581 8.13679 0.388044
71 8.36513 0.382902 8.4317 0.393651
76 8.64936 0.386239 8.711 0.443696
81 8.92226 0.437726 8.9819 0.465569
86 9.20264 0.470496 9.25735 0.515679
91 9.47529 0.494863 9.52038 0.554401
96 9.7405 0.493364 9.78604 0.59998
101 9.9976 0.523989 10.0412 0.636572
106 10.2591 0.555815 10.3011 0.652751
111 10.4934 0.579605 10.5564 0.649801
116 10.7266 0.624686 10.7876 0.686022
121 10.9531 0.639705 11.0078 0.743075
126 11.1659 0.715866 11.2421 0.777355
131 11.3815 0.721241 11.4461 0.804721
136 11.6056 0.740557 11.6637 0.824606
141 11.8179 0.779929 11.8715 0.857893
146 12.0387 0.794969 12.0795 0.905042
151 12.2408 0.813828 12.2829 0.90376
156 12.4419 0.86995 12.4848 0.954208
161 12.6419 0.940143 12.6931 0.982921
166 12.8366 1.00202 12.8934 1.02752
171 13.0342 0.987455 13.0874 1.01379
176 13.2211 1.05219 13.2851 1.05838
181 13.4251 1.03158 13.464 1.05562
186 13.6081 1.0731 13.6589 1.08963
191 13.7952 1.07124 13.8414 1.13267
196 13.9794 1.12174 14.0291 1.1606
201 14.1444 1.12225 14.2063 1.20428
206 14.333 1.1478 14.381 1.22582
211 14.4895 1.18234 14.5337 1.23465
216 14.6543 1.20788 14.7111 1.23368
221 14.8418 1.2854 14.8763 1.25938
226 15.0246 1.35345 15.0516 1.26661
231 15.1898 1.40926 15.2245 1.27342
236 15.347 1.41028 15.3871 1.32176
241 15.4999 1.4169 15.5557 1.39185
246 15.6659 1.40432 15.7077 1.42335
251 15.8189 1.44547 15.8646 1.5573
256 15.9764 1.44663 16.0125 1.57494
261 16.1452 1.43662 16.1681 1.54615
266 16.2883 1.43175 16.3081 1.58538
271 16.4236 1.46358 16.4665 1.6423
276 16.5647 1.52182 16.6152 1.64588
281 16.685 1.5172 16.7844 1.66808
286 16.8305 1.59698 16.9327 1.6537
291 16.9644 1.61351 17.0807 1.67596
296 17.1093 1.58039 17.233 1.62327
301 17.2581 1.57224 17.3663 1.67003
306 17.4073 1.57777 17.5039 1.66552
311 17.5461 1.58382 17.6495 1.68838
316 17.6773 1.62809 17.7952 1.73605
321 17.8227 1.6588 17.9326 1.69712
326 17.9519 1.64592 18.071 1.72042
331 18.0738 1.67697 18.2042 1.73552
336 18.2156 1.69811 18.3414 1.77908
341 18.3667 1.72833 18.4541 1.86829
346 18.5186 1.77226 18.5801 1.89667
351 18.6404 1.82684 18.7149 1.92136
356 18.7739 1.8865 18.8535 1.94089
361 18.9035 1.91297 18.981 1.96698
366 19.0237 1.90559 19.109 2.02299
371 19.1583 1.97197 19.2374 2.02475
376 19.2799 2.03129 19.3706 2.03646
381 19.4258 2.01078 19.5028 2.14087
386 19.5483 2.06191 19.6438 2.18338
391 19.663 2.08232 19.7408 2.22427
396 19.7914 2.08576 19.859 2.27896
401 19.9421 2.17208 19.9786 2.27225
406 20.0855 2.25882 20.1094 2.36891
411 20.2135 2.29013 20.2313 2.44802
416 20.338 2.35266 20.3553 2.45119
421 20.4698 2.37514 20.4867 2.53914
426 20.5882 2.33053 20.5864 2.57123
431 20.7042 2.40694 20.7006 2.59505
436 20.8261 2.43815 20.8242 2.63079
441 20.9366 2.43377 20.9556 2.58667
446 21.0628 2.49164 21.0755 2.63558
451 21.1705 2.49573 21.1938 2.61256
456 21.2942 2.57811 21.3129 2.61509
461 21.4176 2.62261 21.4275 2.62786
466 21.5142 2.59556 21.5495 2.64656
471 21.629 2.60147 21.654 2.67802
476 21.7465 2.57122 21.7562 2.66112
481 21.846 2.5852 21.8653 2.67552
486 21.9605 2.51992 21.9838 2.672
491 22.0621 2.6213 22.0951 2.75432
496 22.1705 2.66806 22.22 2.75491
501 22.2753 2.7145 22.3204 2.79647
506 22.3848 2.74236 22.4259 2.79245
511 22.4857 2.81188 22.5424 2.78777
516 22.599 2.8054 22.6592 2.75656
521 22.7087 2.83481 22.755 2.69525
526 22.8143 2.8932 22.8522 2.71454
531 22.918 2.84596 22.9679 2.77093
536 23.0364 2.85077 23.083 2.8178
541 23.1461 2.81684 23.1942 2.92716
