3	 0.998399	 0.00241333
4	 1.00071	 0.00287502
6	 1.00093	 0.00184924
7	 1.00053	 0.00161422
9	 0.999742	 0.0016026
11	 0.999593	 0.00130043
14	 0.999179	 0.00120658
18	 0.999479	 0.00109324
23	 0.999491	 0.000932284
29	 1.00044	 0.000945552
37	 0.999978	 0.000851911
48	 0.999742	 0.00087302
62	 0.999421	 0.000812283
80	 0.999729	 0.000698469
104	 0.999087	 0.000627496
135	 0.998978	 0.000530509
175	 0.999647	 0.000483873
227	 0.999483	 0.00041982
295	 0.99932	 0.000391121
383	 0.999586	 0.000336144
497	 0.999505	 0.000302354
646	 0.999542	 0.000267213
839	 0.999787	 0.000243326
1090	 0.999928	 0.000214997
1417	 0.999777	 0.000186979
1842	 0.999759	 0.000163347
2394	 0.999798	 0.000143129
3112	 0.999808	 0.000125979
4045	 0.999881	 0.000110556
5258	 0.999895	 9.77955e-05
6835	 0.999953	 8.50954e-05
8885	 0.999965	 7.48946e-05
11550	 0.999919	 6.59918e-05
15015	 0.999994	 5.76662e-05
19519	 1.00002	 5.04451e-05
25374	 1.00003	 4.41869e-05
32986	 1.00005	 3.87499e-05
42881	 1.00003	 3.39465e-05
55745	 1.00005	 2.97232e-05
72468	 1.00004	 2.60673e-05
94208	 1.00003	 2.28577e-05
122470	 1.00002	 2.00544e-05
159211	 1.00001	 1.75729e-05
