0 0 -1 
0 0 -2 
0 1 -2 
0 2 -2 
-1 2 -2 
-1 1 -2 
-1 2 -2 
-1 2 -3 
-1 2 -4 
-1 2 -5 
-1 3 -5 
-1 4 -5 
-1 4 -6 
-1 5 -6 
0 5 -6 
0 6 -6 
1 6 -6 
1 6 -7 
0 6 -7 
-1 6 -7 
-1 7 -7 
-2 7 -7 
-2 7 -8 
-2 6 -8 
-1 6 -8 
0 6 -8 
1 6 -8 
2 6 -8 
2 6 -7 
2 6 -6 
1 6 -6 
1 6 -7 
2 6 -7 
1 6 -7 
0 6 -7 
0 7 -7 
0 6 -7 
-1 6 -7 
-1 6 -6 
-1 6 -5 
-2 6 -5 
-3 6 -5 
-2 6 -5 
-2 5 -5 
-2 4 -5 
-3 4 -5 
-3 5 -5 
-3 5 -4 
-3 5 -5 
-4 5 -5 
-4 4 -5 
-4 3 -5 
-3 3 -5 
-2 3 -5 
-3 3 -5 
-3 3 -4 
-3 4 -4 
-4 4 -4 
-3 4 -4 
-3 5 -4 
-4 5 -4 
-4 4 -4 
-4 4 -5 
-4 5 -5 
-5 5 -5 
-6 5 -5 
-6 5 -6 
-6 5 -7 
-5 5 -7 
-5 5 -8 
-5 5 -9 
-5 5 -10 
-4 5 -10 
-4 6 -10 
-5 6 -10 
-5 6 -11 
-5 6 -12 
-4 6 -12 
-4 7 -12 
-4 7 -13 
-5 7 -13 
-5 8 -13 
-6 8 -13 
-6 8 -14 
-6 9 -14 
-6 9 -15 
-6 8 -15 
-6 8 -14 
-6 8 -13 
-6 8 -12 
-7 8 -12 
-7 8 -11 
-7 8 -10 
-7 8 -11 
-7 8 -12 
-7 8 -13 
-7 8 -14 
-7 8 -15 
-7 8 -14 
-8 8 -14 
-8 8 -13 
-8 7 -13 
-9 7 -13 
-9 8 -13 
-9 8 -14 
-10 8 -14 
-11 8 -14 
-11 9 -14 
-11 10 -14 
-11 11 -14 
-11 12 -14 
-11 12 -13 
-10 12 -13 
-10 13 -13 
-10 13 -12 
-11 13 -12 
-10 13 -12 
-10 13 -13 
-10 14 -13 
-9 14 -13 
-9 15 -13 
-8 15 -13 
-7 15 -13 
-7 14 -13 
-7 14 -12 
-7 14 -11 
-7 15 -11 
-7 14 -11 
-7 15 -11 
-7 14 -11 
-7 15 -11 
-7 16 -11 
-6 16 -11 
-6 16 -10 
-6 16 -11 
-6 16 -12 
-6 16 -13 
-6 15 -13 
-5 15 -13 
-5 15 -14 
-4 15 -14 
-4 16 -14 
-4 15 -14 
-4 15 -13 
-3 15 -13 
-3 16 -13 
-3 16 -12 
-3 15 -12 
-3 16 -12 
-4 16 -12 
-3 16 -12 
-3 17 -12 
-3 17 -11 
-3 16 -11 
-4 16 -11 
-3 16 -11 
-3 16 -12 
-3 17 -12 
-3 18 -12 
-4 18 -12 
-4 18 -11 
-4 18 -10 
-4 18 -11 
-4 17 -11 
-4 16 -11 
-5 16 -11 
-5 17 -11 
-5 17 -10 
-6 17 -10 
-6 17 -9 
-6 17 -8 
-6 17 -7 
-6 16 -7 
-6 16 -8 
-5 16 -8 
-5 16 -9 
-5 16 -10 
-5 15 -10 
