10	0.0107663
11	0.0111788
12	0.0109065
13	0.0109575
14	0.0108513
15	0.0106462
16	0.0108039
17	0.0106383
18	0.0103771
19	0.0100244
20	0.00946312
21	0.00902326
22	0.00863675
23	0.00817452
24	0.00820987
25	0.00791663
26	0.00741021
27	0.00732694
28	0.00732509
29	0.00719335
30	0.00708438
31	0.00700242
32	0.00708658
33	0.00725104
34	0.00720326
35	0.00670089
36	0.00645209
37	0.00634175
38	0.00660281
39	0.00639148
40	0.00610608
41	0.0059826
42	0.00601481
43	0.00608302
44	0.00602517
45	0.00596862
46	0.00584186
47	0.00580062
48	0.00592582
49	0.00591803
50	0.00556451
51	0.00535164
52	0.00521466
53	0.0052084
54	0.00521124
55	0.00530881
56	0.00504057
57	0.00485662
58	0.00493429
59	0.00491356
60	0.00490426
61	0.00488009
62	0.00463054
63	0.00437078
64	0.00439486
65	0.00465818
66	0.00495718
67	0.00491398
68	0.00487854
69	0.00477552
70	0.00451998
71	0.00441633
72	0.00424011
73	0.00403238
74	0.00411106
75	0.0040587
76	0.00433868
77	0.00445744
78	0.00421372
79	0.0040185
80	0.00388432
81	0.00390698
82	0.00395394
83	0.00403982
84	0.0041113
85	0.00432206
86	0.00441935
87	0.00432087
88	0.00420701
89	0.00419981
90	0.00420159
91	0.00408692
92	0.00411786
93	0.0040271
94	0.00391085
95	0.00388824
96	0.0039047
97	0.00402532
98	0.00412217
99	0.00416222
100	0.00405013
101	0.0038475
102	0.00366849
103	0.00360711
104	0.00348564
105	0.00339462
106	0.00332177
107	0.00328935
108	0.0033348
109	0.00343434
110	0.0035237
111	0.00359398
112	0.00371651
113	0.00381426
114	0.0038688
115	0.00373398
116	0.00369739
117	0.00366014
118	0.00354198
119	0.00345939
120	0.00329108
121	0.00325508
122	0.00318339
123	0.00317807
124	0.00319675
125	0.00320609
126	0.0032506
127	0.00322814
128	0.00315969
129	0.00311298
130	0.0031417
131	0.00317297
132	0.00328703
133	0.00327555
134	0.00321624
135	0.00309528
136	0.00306698
137	0.0031084
138	0.00312356
139	0.00314233
140	0.00317557
141	0.00314609
142	0.0031119
143	0.0030585
144	0.00305398
145	0.00308896
146	0.0030842
147	0.00304776
148	0.00295929
149	0.00287848
150	0.00282126
151	0.0028394
152	0.00279848
153	0.00277073
154	0.00273823
155	0.00278742
156	0.00280351
157	0.00281422
158	0.0028184
159	0.00287245
160	0.00284917
161	0.00280709
162	0.00278271
163	0.00274727
164	0.00276026
165	0.00277054
166	0.00273591
167	0.00268149
168	0.00260853
169	0.00260621
170	0.00263178
171	0.00267455
172	0.00269008
173	0.00266588
174	0.00262378
175	0.0026404
176	0.00265008
177	0.00261974
178	0.00259349
179	0.00252621
180	0.00249868
181	0.00249566
182	0.00253495
183	0.00260772
184	0.00261024
185	0.00252594
186	0.00250678
187	0.00246314
188	0.00242901
189	0.0023708
190	0.00230905
191	0.00224923
192	0.00217206
193	0.00213109
194	0.00216274
195	0.00220679
196	0.00224899
197	0.00224255
198	0.00225866
199	0.00230496
200	0.00233993
201	0.00234075
202	0.00238671
203	0.00242359
204	0.00252984
205	0.00252459
206	0.00245951
207	0.00240347
208	0.00233464
209	0.00225481
210	0.00222778
211	0.00219558
212	0.00217015
213	0.00213445
214	0.00211045
215	0.00205962
216	0.00203642
217	0.00204164
218	0.00205015
219	0.00210835
220	0.00216887
221	0.00216439
222	0.00215974
223	0.00212714
224	0.00209577
225	0.00212952
226	0.00218355
227	0.00228025
228	0.0023275
229	0.00245385
230	0.00248001
231	0.0024544
232	0.00242982
233	0.00242439
234	0.00237312
235	0.00231761
236	0.00225719
237	0.00221484
238	0.00219803
239	0.00216017
240	0.00215378
241	0.00215526
242	0.00213735
243	0.00212248
244	0.00209833
245	0.00208901
246	0.00205362
247	0.00201999
248	0.00199565
249	0.00199006
250	0.00201156
251	0.0020703
252	0.00213845
253	0.00216774
254	0.00222001
255	0.00220067
256	0.0022213
257	0.00223336
258	0.00220681
259	0.00224915
260	0.00228103
261	0.00230564
262	0.00245104
263	0.00250649
264	0.00250287
265	0.00249691
266	0.00247892
267	0.00239807
268	0.00232737
269	0.00226549
270	0.00220388
271	0.00216141
272	0.00219786
273	0.0022248
274	0.00223561
275	0.00217063
276	0.00209124
277	0.00206186
278	0.00203037
279	0.00198183
280	0.00195028
281	0.00192754
282	0.00198408
283	0.00199306
284	0.00199889
285	0.00195768
286	0.0019659
287	0.00197188
288	0.00201168
289	0.00203316
290	0.00201934
291	0.00203498
292	0.00208189
293	0.00210674
294	0.00215323
295	0.00220999
296	0.00221028
297	0.0021673
298	0.00212919
299	0.00211916
300	0.00210134
301	0.00210666
302	0.00208124
303	0.00205696
304	0.00204475
305	0.00211975
306	0.00216043
307	0.00214967
308	0.002174
309	0.00220065
310	0.00217582
311	0.00216126
312	0.00215284
313	0.00207225
314	0.00199003
315	0.00196845
316	0.00193828
317	0.0019208
318	0.00191382
319	0.00190203
320	0.00189903
321	0.0018865
322	0.00193519
323	0.00194943
324	0.00195439
325	0.00194522
326	0.00197659
327	0.00202384
328	0.00203148
329	0.00204171
330	0.00202797
331	0.00200688
332	0.00199652
333	0.00198667
334	0.00200886
335	0.0019526
336	0.0018926
337	0.00188507
338	0.00188206
339	0.00186144
340	0.00185824
341	0.00185461
342	0.00187338
343	0.00192739
344	0.00195296
345	0.00195942
346	0.00199127
347	0.00197735
348	0.00195295
349	0.00196132
350	0.00202595
351	0.00204155
352	0.00205577
353	0.00200363
354	0.00192818
355	0.00190338
356	0.00190926
357	0.00192011
358	0.00187992
359	0.00181618
360	0.00178959
361	0.00175684
362	0.00178245
363	0.00185783
364	0.00184903
365	0.00186825
366	0.00192243
367	0.00199803
368	0.00201186
369	0.0019974
370	0.00196637
371	0.0019283
372	0.00194333
373	0.00196428
374	0.00194962
375	0.00197285
376	0.0020088
377	0.00199789
378	0.00197277
379	0.00191257
380	0.00187908
381	0.00187102
382	0.00184968
383	0.00182247
384	0.00181674
385	0.00183239
386	0.00187743
387	0.00186531
388	0.00182759
389	0.00184215
390	0.00186305
391	0.00183631
392	0.00184168
393	0.00188019
394	0.00192595
395	0.00195187
396	0.0019314
397	0.00191928
398	0.00192688
399	0.00193145
400	0.00196725
401	0.00193716
402	0.00194578
403	0.0019304
404	0.0018461
405	0.00178329
406	0.00175231
407	0.00178263
408	0.0018278
409	0.00184384
410	0.00183914
411	0.00185516
412	0.00184952
413	0.0018273
414	0.00180062
415	0.00177724
416	0.0017927
417	0.00178327
418	0.00176188
419	0.00175935
420	0.00176593
421	0.00175818
422	0.00175577
423	0.00171333
424	0.00169112
425	0.00169049
426	0.00167606
427	0.00167824
428	0.00167621
429	0.00168712
430	0.00167991
431	0.00163751
432	0.00160267
433	0.00159334
434	0.00160442
435	0.00162442
436	0.00166258
437	0.00169847
438	0.00172537
439	0.00174704
440	0.00176391
441	0.00181421
442	0.00183122
443	0.00180878
444	0.00183031
445	0.00185582
446	0.00185005
447	0.00184348
448	0.0018335
449	0.00179397
450	0.00176474
451	0.00175265
452	0.00175475
453	0.0017689
454	0.00174779
455	0.0017018
456	0.00169701
457	0.00172011
458	0.00174684
459	0.0017506
460	0.0017682
461	0.00174537
462	0.00171712
463	0.00167532
464	0.00163434
465	0.00166136
466	0.00166963
467	0.00170771
468	0.00167299
469	0.00163152
470	0.00162705
471	0.00163633
472	0.00163745
473	0.00160526
474	0.001543
475	0.00152714
476	0.00151873
477	0.0015058
478	0.0015127
479	0.00149989
480	0.00146289
481	0.00145216
482	0.00144808
483	0.00143222
484	0.00140818
485	0.00142132
486	0.00143694
487	0.00146747
488	0.00151903
489	0.00159272
